Player Name,l_team,l_pos,l_gp,l_points,l_owners,l_actual,l_passyds,l_passtd,l_passint,l_rushyds,l_rushtd,l_rush1st,l_recepts,l_recyds,l_rectd,l_rec1st,l_2pt,l_fumble,l_pointspg,l_passydpg,l_passtdpg,l_passintpg,l_rushydpg,l_rushtdpg,l_rush1stpg,l_receptspg,l_recydspg,l_rectdpg,l_rec1stpg,l_touchdown,l_ppr
Chase Edmonds,Ari,RB,16,79.47,80%,306,0,0,0,208,2,14,20,103,0,5,0,0,4.966875,0,0,0,0,0,0,5.4,84.2,0.2,3.6,0.04,29.2
Darren Sproles,Phi,RB,6,78.17,1%,312,0,0,0,120,1,6,15,160,2,6,0,0,13.0283333333333,0,0,0,12.4,0,0.8,6.2,44.8,0.2,3.2,0.04,38.4
Bilal Powell,NYJ,RB,7,77.63,0%,313,0,0,0,343,0,16,11,110,1,3,0,1,11.09,0,0,0,36.2857142857143,0,1.71428571428571,2.14285714285714,14.1428571428571,0.285714285714286,0.714285714285714,0.0816326530612246,4.59183673469387
Kyle Juszczyk,SF,RB,16,75.60,0%,315,0,0,0,30,0,2,30,324,1,15,0,2,4.725,0,0,0,0.428571428571429,0,0.142857142857143,4.71428571428571,44.7142857142857,0.142857142857143,2.28571428571429,0.0204081632653062,22.22448979591830
Jordan Wilkins,Ind,RB,16,72.97,1%,322,0,0,0,336,1,15,16,85,0,2,0,2,4.560625,0,0,0,2,0,0.166666666666667,2.16666666666667,39.8333333333333,0.5,1.83333333333333,0.25,4.69444444444446
Kapri Bibbs,GB,RB,12,71.67,0%,323,0,0,0,103,3,8,16,115,1,4,0,0,5.9725,0,0,0,64.6666666666667,0.333333333333333,3.33333333333333,1.16666666666667,8,0,0.333333333333333,0.111111111111111,1.36111111111112
Justin Jackson,LAC,RB,13,71.60,5%,324,0,0,0,206,2,14,15,135,0,5,0,0,5.50769230769231,0,0,0,0,0,0,4.2,65.2,0.6,2.4,0.36,17.6
Kenneth Dixon,Bal,RB,6,70.70,0%,326,0,0,0,333,2,20,6,51,0,2,0,1,11.7833333333333,0,0,0,58,0.5,3.33333333333333,0.833333333333333,9.83333333333333,0,0.666666666666667,0.25,0.694444444444444
Zach Zenner,Ari,RB,8,66.23,0%,339,0,0,0,265,3,14,7,56,0,3,0,0,8.27875,0,0,0,1.66666666666667,0,0.166666666666667,4.16666666666667,73.1666666666667,0,2.66666666666667,0,17.36111111111110
Rex Burkhead,NE,RB,8,62.33,12%,344,0,0,0,186,0,11,14,131,1,4,0,1,7.79125,0,0,0,1.28571428571429,0,0,3,59.4285714285714,0.285714285714286,1.57142857142857,0.0816326530612246,9
Jeff Wilson Jr.,SF,RB,6,59.13,1%,351,0,0,0,266,0,13,12,98,0,5,0,2,9.855,0,0,0,0,0,0,4.25,54,1,3.25,1,18.06
Trenton Cannon,NYJ,RB,16,54.90,0%,355,0,0,0,113,1,7,17,144,0,4,0,0,3.43125,0,0,0,0,0,0,3,47.3333333333333,0.5,2.5,0.25,9
Malcolm Brown,LAR,RB,12,51.67,18%,363,0,0,0,212,0,10,5,52,1,2,1,0,4.30583333333333,0,0,0,0,0,0,2.85714285714286,44.5714285714286,0.428571428571429,1.57142857142857,0.183673469387755,8.16326530612247
Wayne Gallman Jr.,NYG,RB,15,51.53,13%,365,0,0,0,176,1,7,14,89,0,5,0,1,3.43533333333333,0,0,0,0,0,0,3.57142857142857,36.2857142857143,0.428571428571429,1.57142857142857,0.183673469387755,12.75510204081630
Raheem Mostert,SF,RB,9,49.77,6%,370,0,0,0,261,1,13,6,25,0,1,0,1,5.53,0,0,0,77.25,0.5,3.5,3.5,20.5,0,0.75,0.25,12.3
Tyler Ervin,Jax,RB,9,49.13,0%,372,0,0,0,0,0,0,3,35,0,1,0,0,5.45888888888889,0,0,0,0.571428571428571,0,0,2.85714285714286,55.5714285714286,0.285714285714286,2.14285714285714,0.0816326530612246,8.16326530612247
Jay Ajayi,Phi,RB,4,48.73,3%,374,0,0,0,184,3,11,5,20,0,1,1,1,12.1825,0,0,0,36.7142857142857,0.428571428571429,2,2,14,0,0.428571428571429,0.183673469387755,4
Kalen Ballage,Mia,RB,12,48.43,8%,377,0,0,0,191,1,10,9,56,0,2,0,1,4.03583333333333,0,0,0,0,0,0,3.14285714285714,45.2857142857143,0.285714285714286,2.28571428571429,0.0816326530612246,9.87755102040815
Dontrell Hilliard,Cle,RB,11,44.40,1%,391,0,0,1,0,0,0,9,105,0,4,0,0,4.03636363636364,0,0,0,0,0,0,3.42857142857143,40.2857142857143,0.285714285714286,2.28571428571429,0.0816326530612246,11.75510204081630
James Develin,NE,RB,16,42.37,0%,397,0,0,0,8,4,5,12,61,0,3,0,0,2.648125,0,0,0,0,0,0,5,47.1666666666667,0.166666666666667,2.5,0.0277777777777779,25
Rod Smith,Ten,RB,16,40.70,0%,399,0,0,0,127,1,10,9,60,0,1,0,0,2.54375,0,0,0,39,0,1.42857142857143,1.85714285714286,18.1428571428571,0.142857142857143,1,0.0204081632653062,3.44897959183675
Ameer Abdullah,Min,RB,10,40.47,2%,401,0,0,0,1,0,0,3,28,0,1,0,1,4.047,0,0,0,0,0,0,4.16666666666667,56.6666666666667,0.333333333333333,2,0.111111111111111,17.36111111111110
T.J. Logan,TB,RB,10,40.27,0%,403,0,0,0,2,0,0,7,37,0,1,0,0,4.027,0,0,0,0,0,0,3.66666666666667,46.3333333333333,0.333333333333333,2.83333333333333,0.111111111111111,13.44444444444450
Taquan Mizzell Sr.,NO,RB,9,37.40,0%,411,0,0,0,16,0,0,8,78,1,4,0,0,4.15555555555556,0,0,0,7.83333333333333,0,0.166666666666667,4.83333333333333,24.5,0.166666666666667,1.16666666666667,0.0277777777777779,23.36111111111110
Kenjon Barner,Atl,RB,9,36.20,0%,414,0,0,0,71,0,3,1,3,0,0,0,0,4.02222222222222,0,0,0,10.5,0,0.5,6.25,66.75,0.25,3.5,0.0625,39.06
Zach Line,NO,RB,16,35.63,0%,417,0,0,0,41,0,6,5,14,2,2,0,0,2.226875,0,0,0,0,0,0,3.71428571428571,37.5714285714286,0.285714285714286,2.14285714285714,0.0816326530612246,13.79591836734690
Brandon Bolden,NE,RB,16,31.97,3%,424,0,0,0,91,2,4,3,13,1,1,0,1,1.998125,0,0,0,0,0,0,3.83333333333333,52.3333333333333,0.166666666666667,2.66666666666667,0.0277777777777779,14.69444444444440
Andy Janovich,Den,RB,16,31.77,0%,426,0,0,0,5,0,2,8,112,1,5,0,0,1.985625,0,0,0,0,0,0,4,82,0.75,3,0.5625,16
Anthony Sherman,KC,RB,16,29.10,0%,435,0,0,0,2,0,1,8,96,1,5,0,0,1.81875,0,0,0,-0.285714285714286,0,0,2.85714285714286,48.1428571428571,0.285714285714286,1.85714285714286,0.0816326530612246,8.16326530612247
Travis Kelce,KC,TE,16,338.07,100%,18,0,0,0,0,0,0,103,1336,10,68,0,1,21.129375,0,0,0,0,0,0,6.25,94.5,0,5,0,39.06
Zach Ertz,Phi,TE,16,323.53,99%,22,0,0,0,0,0,0,116,1163,8,66,0,0,20.220625,0,0,0,0,0,0,2.57142857142857,30.5714285714286,0.428571428571429,1.85714285714286,0.183673469387755,6.61224489795918
George Kittle,SF,TE,16,283.80,100%,43,0,0,0,10,0,1,88,1377,5,60,1,0,17.7375,0,0,0,0,0,0,6,85.6666666666667,0.666666666666667,5,0.444444444444445,36
Eric Ebron,Ind,TE,16,261.20,67%,49,0,0,0,-8,1,1,66,750,13,39,0,1,16.325,0,0,0,0,0,0,3.83333333333333,58.3333333333333,0,3.16666666666667,0,14.69444444444440
Jared Cook,NO,TE,16,221.73,57%,72,0,0,0,0,0,0,68,896,6,46,0,0,13.858125,0,0,0,13.1666666666667,0,0.5,4.5,46,0,1.5,0,20.3
Austin Hooper,Atl,TE,16,179.00,98%,124,0,0,0,0,0,0,71,660,4,30,1,0,11.1875,0,0,0,0,0,0,3.66666666666667,54.3333333333333,0.166666666666667,2.5,0.0277777777777779,13.44444444444450
Kyle Rudolph,Min,TE,16,170.27,37%,136,0,0,0,0,0,0,64,634,4,32,0,0,10.641875,0,0,0,46.5,0.333333333333333,2.16666666666667,0.833333333333333,15.3333333333333,0,0.666666666666667,0.111111111111111,0.694444444444444
Trey Burton,Chi,TE,16,170.13,22%,137,0,0,0,2,0,1,54,569,6,29,1,1,10.633125,0,0,0,0,0,0,2.42857142857143,26.5714285714286,0.428571428571429,1.42857142857143,0.183673469387755,5.89795918367348
David Njoku,Cle,TE,16,157.60,21%,155,0,0,0,0,0,0,56,639,4,27,0,0,9.85,0,0,0,4.2,0,0.2,3,39.4,0.6,1.6,0.36,9
Vance McDonald,Pit,TE,15,153.67,57%,167,0,0,0,0,0,0,50,610,4,33,0,1,10.2446666666667,0,0,0,0,0,0,2.42857142857143,46.5714285714286,0.142857142857143,2,0.0204081632653062,5.89795918367348
Rob Gronkowski,NE,TE,13,148.47,4%,178,0,0,0,0,0,0,47,682,3,34,0,1,11.4207692307692,0,0,0,29,0,1,3.66666666666667,29,0,1,0,13.44444444444450
Jimmy Graham,GB,TE,16,145.40,76%,183,0,0,0,0,0,0,55,636,2,32,0,0,9.0875,0,0,0,0,0,0,3,30.7142857142857,0.285714285714286,1.57142857142857,0.0816326530612246,9
O.J. Howard,TB,TE,10,139.67,51%,190,0,0,0,0,0,0,34,565,5,28,0,0,13.967,0,0,0,4.5,0,0.25,6,60.5,0,3.25,0,36
Evan Engram,NYG,TE,11,138.07,99%,192,0,0,0,36,0,3,45,577,3,22,1,0,12.5518181818182,0,0,0,0,0,0,2.16666666666667,34.3333333333333,0.5,1.66666666666667,0.25,4.69444444444446
Chris Herndon,NYJ,TE,16,131.57,32%,203,0,0,0,0,0,0,39,502,4,25,0,0,8.223125,0,0,0,1.83333333333333,0,0,3.16666666666667,39.8333333333333,0.166666666666667,2.16666666666667,0.0277777777777779,10.02777777777780
Jordan Reed,Was,TE,13,131.20,10%,204,0,0,0,0,0,0,54,558,2,26,0,1,10.0923076923077,0,0,0,2.14285714285714,0,0.142857142857143,2.71428571428571,35.1428571428571,0,2,0,7.36734693877549
Mark Andrews,Bal,TE,16,122.80,95%,216,0,0,0,0,0,0,34,552,3,28,0,0,7.675,0,0,0,38.5,0.333333333333333,1.66666666666667,1.83333333333333,14.1666666666667,0,0.666666666666667,0.111111111111111,3.36111111111110
C.J. Uzomah,Cin,TE,16,117.27,1%,229,0,0,0,0,0,0,43,439,3,21,0,0,7.329375,0,0,0,0,0,0,4,50.4,0.2,2.6,0.04,16
Cameron Brate,TB,TE,16,113.27,2%,234,0,0,0,0,0,0,30,289,6,18,0,1,7.079375,0,0,0,0,0,0,3,36.5,0.333333333333333,1.66666666666667,0.111111111111111,9
Dallas Goedert,Phi,TE,16,102.27,18%,255,0,0,0,0,0,0,33,334,4,15,0,0,6.391875,0,0,0,0.8,0,0,5.6,54.4,0,2.4,0,31.4
Gerald Everett,LAR,TE,16,99.93,81%,261,0,0,0,16,0,1,33,320,3,17,1,0,6.245625,0,0,0,0.166666666666667,0,0,3.33333333333333,47.8333333333333,0.166666666666667,1.66666666666667,0.0277777777777779,11.11111111111110
Ben Watson,NE,TE,16,98.67,5%,267,0,0,0,0,0,0,35,400,2,21,0,0,6.166875,0,0,0,0.285714285714286,0,0,2.14285714285714,31.8571428571429,0.285714285714286,1.57142857142857,0.0816326530612246,4.59183673469387
Greg Olsen,Car,TE,9,96.40,84%,270,0,0,0,0,0,0,27,291,4,18,0,0,10.7111111111111,0,0,0,0.142857142857143,0,0,3.57142857142857,32.7142857142857,0,1.71428571428571,0,12.75510204081630
Ian Thomas,Car,TE,16,94.20,0%,277,0,0,0,0,0,0,36,333,2,20,0,0,5.8875,0,0,0,40.3333333333333,0.5,2,1,4.16666666666667,0,0,0.25,1
Jesse James,Det,TE,16,91.20,0%,284,0,0,0,0,0,0,30,423,2,17,0,0,5.7,0,0,0,1,0,0,3.33333333333333,35.3333333333333,0.333333333333333,1,0.111111111111111,11.11111111111110
Nick Vannett,Pit,TE,15,87.93,0%,291,0,0,0,0,0,0,29,269,3,17,0,0,5.862,0,0,0,0,0,0,3,58.6,0.2,2.6,0.04,9
Blake Jarwin,Dal,TE,16,87.47,1%,293,0,0,0,0,0,0,27,307,3,16,0,0,5.466875,0,0,0,1.85714285714286,0,0.142857142857143,2.57142857142857,36.2857142857143,0.142857142857143,1.42857142857143,0.0204081632653062,6.61224489795918
Antonio Gates,LAC,TE,16,87.20,0%,294,0,0,0,0,0,0,28,333,2,19,2,1,5.45,0,0,0,51.1666666666667,0.166666666666667,2.16666666666667,0.833333333333333,3.66666666666667,0,0.5,0.0277777777777779,0.694444444444444
Vernon Davis,Was,TE,14,83.47,5%,300,0,0,0,0,0,0,25,367,2,16,1,0,5.96214285714286,0,0,0,0,0,0,2.8,43.4,0.2,2,0.04,7.8
Jeff Heuerman,Den,TE,11,79.73,0%,305,0,0,0,0,0,0,31,281,2,14,0,0,7.24818181818182,0,0,0,0,0,0,2.85714285714286,23.2857142857143,0.285714285714286,1.14285714285714,0.0816326530612246,8.16326530612247
Ricky Seals-Jones,Cle,TE,15,78.87,4%,309,0,0,0,0,0,0,34,343,1,14,0,0,5.258,0,0,0,14,0.2,1.4,3,23,0.2,1.2,0.16,9
Jordan Thomas,Hou,TE,16,78.33,0%,311,0,0,0,0,0,0,20,215,4,12,0,0,4.895625,0,0,0,0,0,0,3.14285714285714,23.5714285714286,0.142857142857143,1.28571428571429,0.0204081632653062,9.87755102040815
Tyler Higbee,LAR,TE,16,75.47,4%,316,0,0,0,0,0,0,24,292,2,16,0,0,4.716875,0,0,0,11.7142857142857,0.142857142857143,0.142857142857143,1.14285714285714,4.71428571428571,0,0.285714285714286,0.0204081632653062,1.30612244897959
Jonnu Smith,Ten,TE,13,71.20,5%,325,0,0,0,0,0,0,20,258,3,10,0,0,5.47692307692308,0,0,0,0,0,0,2.14285714285714,30.4285714285714,0.285714285714286,1.28571428571429,0.0816326530612246,4.59183673469387
Jack Doyle,Ind,TE,6,70.33,16%,328,0,0,0,0,0,0,26,245,2,14,0,1,11.7216666666667,0,0,0,6.2,0.4,0.6,1,11.6,0,0.8,0.16,1
Rhett Ellison,NYG,TE,14,66.13,0%,340,0,0,0,0,0,0,25,272,1,13,1,0,4.72357142857143,0,0,0,12.1666666666667,0,0.333333333333333,0.833333333333333,5.5,0,0.333333333333333,0,0.694444444444444
Levine Toilolo,SF,TE,16,62.53,0%,343,0,0,0,0,0,0,21,263,1,16,0,0,3.908125,0,0,0,56.75,0.5,2.75,1.5,12,0,0.5,0.25,2.3
Geoff Swaim,Jax,TE,9,61.13,0%,346,0,0,0,0,0,0,26,242,1,11,0,0,6.79222222222222,0,0,0,0,0,0,2.5,28,0.333333333333333,1.66666666666667,0.111111111111111,6.3
Matt LaCosse,NE,TE,15,60.67,0%,347,0,0,0,0,0,0,24,250,1,11,0,0,4.04466666666667,0,0,0,5.25,0,0.25,2.5,29,0.75,1.75,0.5625,6.3
Ryan Griffin,NYJ,TE,14,59.33,0%,350,0,0,0,0,0,0,24,305,0,15,0,0,4.23785714285714,0,0,0,0,0,0,2,29.2857142857143,0.285714285714286,1.42857142857143,0.0816326530612246,4
Jason Croom,Buf,TE,15,57.27,0%,352,0,0,0,0,0,0,22,259,1,10,0,2,3.818,0,0,0,1,0,0,2.42857142857143,25.2857142857143,0.285714285714286,1.14285714285714,0.0816326530612246,5.89795918367348
Demetrius Harris,Cle,TE,15,57.03,0%,353,0,0,0,0,0,0,12,164,3,9,0,0,3.802,0,0,0,41.5,0,1.5,0.666666666666667,11.3333333333333,0.166666666666667,0.5,0.0277777777777779,0.444444444444445
Ed Dickson,Sea,TE,10,54.43,0%,357,0,0,0,9,0,1,12,143,3,7,0,0,5.443,0,0,0,1.66666666666667,0,0,3.33333333333333,56.6666666666667,1,1.66666666666667,1,11.11111111111110
Anthony Firkser,Ten,TE,12,54.00,0%,358,0,0,0,0,0,0,19,225,1,12,0,0,4.5,0,0,0,29.8571428571429,0.142857142857143,1.57142857142857,0.571428571428571,4,0,0.142857142857143,0.0204081632653062,0.326530612244897
Luke Stocker,Atl,TE,16,52.00,0%,362,0,0,0,0,0,0,15,165,2,10,0,0,3.25,0,0,0,15.1428571428571,0.142857142857143,1.42857142857143,1.57142857142857,12.4285714285714,0,0.285714285714286,0.0204081632653062,2.46938775510204
Virgil Green,LAC,TE,16,51.00,0%,366,0,0,0,0,0,0,19,210,1,10,0,0,3.1875,0,0,0,0,0,0,3.2,51.2,0.2,1.6,0.04,10.2
Darren Fells,Hou,TE,16,48.80,19%,373,0,0,0,0,0,0,11,117,3,6,0,0,3.05,0,0,0,17.8333333333333,0.333333333333333,1,1.5,13.1666666666667,0.166666666666667,0.666666666666667,0.25,2.3
James O'Shaughnessy,Jax,TE,14,48.27,0%,378,0,0,0,0,0,0,24,214,0,10,0,0,3.44785714285714,0,0,0,14.8,0.2,0.4,1.4,19.2,0,0.8,0.04,2.0
Josh Hill,NO,TE,16,47.33,1%,381,0,0,0,0,0,0,16,185,1,11,0,0,2.958125,0,0,0,0,0,0,5,65,0.333333333333333,3,0.111111111111111,25
Lance Kendricks,LAC,TE,16,47.33,0%,382,0,0,0,0,0,0,19,170,1,9,0,0,2.958125,0,0,0,33.4285714285714,0,2.57142857142857,0.571428571428571,4.14285714285714,0,0.142857142857143,0,0.326530612244897
Nick Boyle,Bal,TE,16,47.20,0%,383,0,0,0,0,0,0,23,213,0,10,0,0,2.95,0,0,0,9,0.4,0.6,1,14.4,0.2,0.8,0.36,1
Tyler Eifert,Cin,TE,4,44.93,10%,389,0,0,0,0,0,0,15,179,1,10,0,0,11.2325,0,0,0,0,0,0,2.8,30.6,0.4,1.4,0.16,7.8
Michael Roberts,GB,TE,8,44.67,0%,390,0,0,0,0,0,0,9,100,3,5,0,0,5.58375,0,0,0,28,0.25,1.25,3.5,29.25,0,1.25,0.0625,12.3
Lee Smith,Buf,TE,16,43.87,0%,392,0,0,0,0,0,0,10,73,3,5,0,0,2.741875,0,0,0,0,0,0,2.33333333333333,26.6666666666667,0.333333333333333,1.33333333333333,0.111111111111111,5.44444444444443
Maxx Williams,Ari,TE,13,43.33,0%,393,0,0,0,8,0,2,16,143,1,7,0,0,3.33307692307692,0,0,0,0,0,0,0.833333333333333,18,0.166666666666667,0.666666666666667,0.0277777777777779,0.694444444444444
Jordan Akins,Hou,TE,16,43.00,6%,394,0,0,0,0,0,0,17,225,0,11,0,0,2.6875,0,0,0,0,0,0,2.83333333333333,24.8333333333333,0.166666666666667,1.66666666666667,0.0277777777777779,8.02777777777776
Erik Swoope,Oak,TE,7,42.80,0%,395,0,0,0,0,0,0,8,87,3,5,0,0,6.11428571428571,0,0,0,0,0,0,2.83333333333333,27,0.166666666666667,1.5,0.0277777777777779,8.02777777777776
Mike Gesicki,Mia,TE,16,42.47,2%,396,0,0,0,0,0,0,22,202,0,9,0,1,2.654375,0,0,0,0,0,0,2.8,25.4,0.4,1.2,0.16,7.8
